country_name,type,product,flow,year,value
Türkiye,Balance,Crude oil,Consumption Pattern,2022,7021.057
United Kingdom,Balance,Crude oil,Consumption Pattern,2022,4137.0
United States,Balance,Crude oil,Consumption Pattern,2022,102567.0
Australia,Balance,Crude oil,Consumption Pattern,2023,1566.267
Austria,Balance,Crude oil,Consumption Pattern,2023,1237.197
Belgium,Balance,Crude oil,Consumption Pattern,2023,829.3
Canada,Balance,Crude oil,Consumption Pattern,2023,10012.43
Chile,Balance,Crude oil,Consumption Pattern,2023,414.492
Czech Republic,Balance,Crude oil,Consumption Pattern,2023,1229.0
Denmark,Balance,Crude oil,Consumption Pattern,2023,515.0
Estonia,Balance,Crude oil,Consumption Pattern,2023,86.0
Finland,Balance,Crude oil,Consumption Pattern,2023,1198.0
France,Balance,Crude oil,Consumption Pattern,2023,7028.0
Germany,Balance,Crude oil,Consumption Pattern,2023,19720.873
Greece,Balance,Crude oil,Consumption Pattern,2023,1210.213
Hungary,Balance,Crude oil,Consumption Pattern,2023,1916.0
Iceland,Balance,Crude oil,Consumption Pattern,2023,0.0
Ireland,Balance,Crude oil,Consumption Pattern,2023,128.535
Israel,Balance,Crude oil,Consumption Pattern,2023,0.0
Italy,Balance,Crude oil,Consumption Pattern,2023,6797.321
Japan,Balance,Crude oil,Consumption Pattern,2023,53540.714
South Korea,Balance,Crude oil,Consumption Pattern,2023,15444.983
Latvia,Balance,Crude oil,Consumption Pattern,2023,0.0
Lithuania,Balance,Crude oil,Consumption Pattern,2023,396.2
Luxembourg,Balance,Crude oil,Consumption Pattern,2023,0.0
Mexico,Balance,Crude oil,Consumption Pattern,2023,2733.0
Netherlands,Balance,Crude oil,Consumption Pattern,2023,5102.568
Norway,Balance,Crude oil,Consumption Pattern,2023,2467.839
New Zealand,Balance,Crude oil,Consumption Pattern,2023,67.0
Poland,Balance,Crude oil,Consumption Pattern,2023,6776.002
Portugal,Balance,Crude oil,Consumption Pattern,2023,887.954
Slovakia,Balance,Crude oil,Consumption Pattern,2023,1037.654
Slovenia,Balance,Crude oil,Consumption Pattern,2023,0.0
Spain,Balance,Crude oil,Consumption Pattern,2023,4843.063
Sweden,Balance,Crude oil,Consumption Pattern,2023,1273.526
Switzerland,Balance,Crude oil,Consumption Pattern,2023,45.843
Türkiye,Balance,Crude oil,Consumption Pattern,2023,6506.921
United Kingdom,Balance,Crude oil,Consumption Pattern,2023,4888.0
United States,Balance,Crude oil,Consumption Pattern,2023,100079.0
Australia,Balance,Total oil products production,Consumption Pattern,2022,3669.39
Austria,Balance,Total oil products production,Consumption Pattern,2022,1670.837
Belgium,Balance,Total oil products production,Consumption Pattern,2022,5129.9
Canada,Balance,Total oil products production,Consumption Pattern,2022,6333.525
Chile,Balance,Total oil products production,Consumption Pattern,2022,940.726
Czech Republic,Balance,Total oil products production,Consumption Pattern,2022,1599.0
Denmark,Balance,Total oil products production,Consumption Pattern,2022,2587.0
Estonia,Balance,Total oil products production,Consumption Pattern,2022,343.0
Finland,Balance,Total oil products production,Consumption Pattern,2022,3377.0
France,Balance,Total oil products production,Consumption Pattern,2022,13146.0
Germany,Balance,Total oil products production,Consumption Pattern,2022,15692.861
Greece,Balance,Total oil products production,Consumption Pattern,2022,2873.368
Hungary,Balance,Total oil products production,Consumption Pattern,2022,1554.0
Iceland,Balance,Total oil products production,Consumption Pattern,2022,0.0
Ireland,Balance,Total oil products production,Consumption Pattern,2022,1284.669
Israel,Balance,Total oil products production,Consumption Pattern,2022,0.0
Italy,Balance,Total oil products production,Consumption Pattern,2022,9225.006
Japan,Balance,Total oil products production,Consumption Pattern,2022,12672.381
South Korea,Balance,Total oil products production,Consumption Pattern,2022,7964.417
Latvia,Balance,Total oil products production,Consumption Pattern,2022,384.036
Lithuania,Balance,Total oil products production,Consumption Pattern,2022,653.0
Luxembourg,Balance,Total oil products production,Consumption Pattern,2022,68.113
Mexico,Balance,Total oil products production,Consumption Pattern,2022,2112.0
Netherlands,Balance,Total oil products production,Consumption Pattern,2022,9717.543
Norway,Balance,Total oil products production,Consumption Pattern,2022,1585.771
New Zealand,Balance,Total oil products production,Consumption Pattern,2022,629.0
Poland,Balance,Total oil products production,Consumption Pattern,2022,3790.276
Portugal,Balance,Total oil products production,Consumption Pattern,2022,1848.892
Slovakia,Balance,Total oil products production,Consumption Pattern,2022,679.48
Slovenia,Balance,Total oil products production,Consumption Pattern,2022,633.0
Spain,Balance,Total oil products production,Consumption Pattern,2022,9653.521
Sweden,Balance,Total oil products production,Consumption Pattern,2022,3038.191
Switzerland,Balance,Total oil products production,Consumption Pattern,2022,3345.48
Türkiye,Balance,Total oil products production,Consumption Pattern,2022,4974.022
United Kingdom,Balance,Total oil products production,Consumption Pattern,2022,4664.0
United States,Balance,Total oil products production,Consumption Pattern,2022,65440.0
Australia,Balance,Total oil products production,Consumption Pattern,2023,3676.634
Austria,Balance,Total oil products production,Consumption Pattern,2023,1653.498
Belgium,Balance,Total oil products production,Consumption Pattern,2023,5309.8
Canada,Balance,Total oil products production,Consumption Pattern,2023,6821.013
Chile,Balance,Total oil products production,Consumption Pattern,2023,876.027
Czech Republic,Balance,Total oil products production,Consumption Pattern,2023,1647.0
Denmark,Balance,Total oil products production,Consumption Pattern,2023,2316.0
Estonia,Balance,Total oil products production,Consumption Pattern,2023,317.0
Finland,Balance,Total oil products production,Consumption Pattern,2023,2797.0
France,Balance,Total oil products production,Consumption Pattern,2023,12879.0
Germany,Balance,Total oil products production,Consumption Pattern,2023,14966.045
Greece,Balance,Total oil products production,Consumption Pattern,2023,2874.394
Hungary,Balance,Total oil products production,Consumption Pattern,2023,1859.0
Iceland,Balance,Total oil products production,Consumption Pattern,2023,0.0
Ireland,Balance,Total oil products production,Consumption Pattern,2023,1356.973
Israel,Balance,Total oil products production,Consumption Pattern,2023,0.0
Italy,Balance,Total oil products production,Consumption Pattern,2023,9441.761
Japan,Balance,Total oil products production,Consumption Pattern,2023,12463.455
South Korea,Balance,Total oil products production,Consumption Pattern,2023,8894.827
Latvia,Balance,Total oil products production,Consumption Pattern,2023,399.796
Lithuania,Balance,Total oil products production,Consumption Pattern,2023,697.2
Luxembourg,Balance,Total oil products production,Consumption Pattern,2023,62.144
Mexico,Balance,Total oil products production,Consumption Pattern,2023,2175.0
Netherlands,Balance,Total oil products production,Consumption Pattern,2023,8926.995
Norway,Balance,Total oil products production,Consumption Pattern,2023,1454.628
New Zealand,Balance,Total oil products production,Consumption Pattern,2023,752.0
Poland,Balance,Total oil products production,Consumption Pattern,2023,3775.24
Portugal,Balance,Total oil products production,Consumption Pattern,2023,1692.027
Slovakia,Balance,Total oil products production,Consumption Pattern,2023,679.381
Slovenia,Balance,Total oil products production,Consumption Pattern,2023,611.0
Spain,Balance,Total oil products production,Consumption Pattern,2023,9442.227
Sweden,Balance,Total oil products production,Consumption Pattern,2023,3483.365
Switzerland,Balance,Total oil products production,Consumption Pattern,2023,3594.29
Türkiye,Balance,Total oil products production,Consumption Pattern,2023,5742.287
United Kingdom,Balance,Total oil products production,Consumption Pattern,2023,4725.0
United States,Balance,Total oil products production,Consumption Pattern,2023,63762.0
Australia,Balance,Total gas oil production,Consumption Pattern,2022,842.388
Austria,Balance,Total gas oil production,Consumption Pattern,2022,349.824
Belgium,Balance,Total gas oil production,Consumption Pattern,2022,504.7
Canada,Balance,Total gas oil production,Consumption Pattern,2022,1789.443
Chile,Balance,Total gas oil production,Consumption Pattern,2022,166.29
Czech Republic,Balance,Total gas oil production,Consumption Pattern,2022,420.0
Denmark,Balance,Total gas oil production,Consumption Pattern,2022,367.0
Estonia,Balance,Total gas oil production,Consumption Pattern,2022,88.0
Finland,Balance,Total gas oil production,Consumption Pattern,2022,303.0
France,Balance,Total gas oil production,Consumption Pattern,2022,1582.0
Germany,Balance,Total gas oil production,Consumption Pattern,2022,3266.918
Greece,Balance,Total gas oil production,Consumption Pattern,2022,458.174
Hungary,Balance,Total gas oil production,Consumption Pattern,2022,540.0
Iceland,Balance,Total gas oil production,Consumption Pattern,2022,0.0
Ireland,Balance,Total gas oil production,Consumption Pattern,2022,178.127
Israel,Balance,Total gas oil production,Consumption Pattern,2022,0.0
Italy,Balance,Total gas oil production,Consumption Pattern,2022,1536.298
Japan,Balance,Total gas oil production,Consumption Pattern,2022,1616.626
South Korea,Balance,Total gas oil production,Consumption Pattern,2022,933.982
Latvia,Balance,Total gas oil production,Consumption Pattern,2022,17.085
Lithuania,Balance,Total gas oil production,Consumption Pattern,2022,101.5
Luxembourg,Balance,Total gas oil production,Consumption Pattern,2022,7.283
Mexico,Balance,Total gas oil production,Consumption Pattern,2022,891.0
Netherlands,Balance,Total gas oil production,Consumption Pattern,2022,1184.045
Norway,Balance,Total gas oil production,Consumption Pattern,2022,185.386
New Zealand,Balance,Total gas oil production,Consumption Pattern,2022,209.0
Poland,Balance,Total gas oil production,Consumption Pattern,2022,749.436
Portugal,Balance,Total gas oil production,Consumption Pattern,2022,197.884
Slovakia,Balance,Total gas oil production,Consumption Pattern,2022,175.984
Slovenia,Balance,Total gas oil production,Consumption Pattern,2022,139.0
Spain,Balance,Total gas oil production,Consumption Pattern,2022,1244.918
Sweden,Balance,Total gas oil production,Consumption Pattern,2022,450.242
Switzerland,Balance,Total gas oil production,Consumption Pattern,2022,927.538
Türkiye,Balance,Total gas oil production,Consumption Pattern,2022,358.966
United Kingdom,Balance,Total gas oil production,Consumption Pattern,2022,982.0
United States,Balance,Total gas oil production,Consumption Pattern,2022,21285.0
Australia,Balance,Total gas oil production,Consumption Pattern,2023,749.26
Austria,Balance,Total gas oil production,Consumption Pattern,2023,315.049
Belgium,Balance,Total gas oil production,Consumption Pattern,2023,519.2
Canada,Balance,Total gas oil production,Consumption Pattern,2023,1943.675
Chile,Balance,Total gas oil production,Consumption Pattern,2023,175.764
Czech Republic,Balance,Total gas oil production,Consumption Pattern,2023,440.0
Denmark,Balance,Total gas oil production,Consumption Pattern,2023,353.0
Estonia,Balance,Total gas oil production,Consumption Pattern,2023,84.0
Finland,Balance,Total gas oil production,Consumption Pattern,2023,315.0
France,Balance,Total gas oil production,Consumption Pattern,2023,1737.0
Germany,Balance,Total gas oil production,Consumption Pattern,2023,2918.731
Greece,Balance,Total gas oil production,Consumption Pattern,2023,459.991
Hungary,Balance,Total gas oil production,Consumption Pattern,2023,610.0
Iceland,Balance,Total gas oil production,Consumption Pattern,2023,0.0
Ireland,Balance,Total gas oil production,Consumption Pattern,2023,166.584
Israel,Balance,Total gas oil production,Consumption Pattern,2023,0.0
Italy,Balance,Total gas oil production,Consumption Pattern,2023,1536.299
Japan,Balance,Total gas oil production,Consumption Pattern,2023,1580.856
South Korea,Balance,Total gas oil production,Consumption Pattern,2023,1024.512
Latvia,Balance,Total gas oil production,Consumption Pattern,2023,23.495
Lithuania,Balance,Total gas oil production,Consumption Pattern,2023,149.2
Luxembourg,Balance,Total gas oil production,Consumption Pattern,2023,7.411
Mexico,Balance,Total gas oil production,Consumption Pattern,2023,843.0
Netherlands,Balance,Total gas oil production,Consumption Pattern,2023,713.881
Norway,Balance,Total gas oil production,Consumption Pattern,2023,208.653
New Zealand,Balance,Total gas oil production,Consumption Pattern,2023,227.0
Poland,Balance,Total gas oil production,Consumption Pattern,2023,821.821
Portugal,Balance,Total gas oil production,Consumption Pattern,2023,223.161
Slovakia,Balance,Total gas oil production,Consumption Pattern,2023,193.972
Slovenia,Balance,Total gas oil production,Consumption Pattern,2023,146.0
Spain,Balance,Total gas oil production,Consumption Pattern,2023,1217.164
Sweden,Balance,Total gas oil production,Consumption Pattern,2023,478.665
Switzerland,Balance,Total gas oil production,Consumption Pattern,2023,942.508
Türkiye,Balance,Total gas oil production,Consumption Pattern,2023,358.072
United Kingdom,Balance,Total gas oil production,Consumption Pattern,2023,1018.0
United States,Balance,Total gas oil production,Consumption Pattern,2023,23371.0
Australia,Balance,Middle distillates,Consumption Pattern,2022,1981.457
Austria,Balance,Middle distillates,Consumption Pattern,2022,1084.896
Belgium,Balance,Middle distillates,Consumption Pattern,2022,3218.4
Canada,Balance,Middle distillates,Consumption Pattern,2022,2457.379
Chile,Balance,Middle distillates,Consumption Pattern,2022,404.645
Czech Republic,Balance,Middle distillates,Consumption Pattern,2022,981.0
Denmark,Balance,Middle distillates,Consumption Pattern,2022,1453.0
Estonia,Balance,Middle distillates,Consumption Pattern,2022,186.0
Finland,Balance,Middle distillates,Consumption Pattern,2022,2447.0
France,Balance,Middle distillates,Consumption Pattern,2022,10542.0
Germany,Balance,Middle distillates,Consumption Pattern,2022,9713.968
Greece,Balance,Middle distillates,Consumption Pattern,2022,1169.736
Hungary,Balance,Middle distillates,Consumption Pattern,2022,738.0
Iceland,Balance,Middle distillates,Consumption Pattern,2022,0.0
Ireland,Balance,Middle distillates,Consumption Pattern,2022,987.487
Israel,Balance,Middle distillates,Consumption Pattern,2022,0.0
Italy,Balance,Middle distillates,Consumption Pattern,2022,4773.719
Japan,Balance,Middle distillates,Consumption Pattern,2022,4809.54
South Korea,Balance,Middle distillates,Consumption Pattern,2022,2523.572
Latvia,Balance,Middle distillates,Consumption Pattern,2022,354.723
Lithuania,Balance,Middle distillates,Consumption Pattern,2022,408.9
Luxembourg,Balance,Middle distillates,Consumption Pattern,2022,60.83
Mexico,Balance,Middle distillates,Consumption Pattern,2022,614.0
Netherlands,Balance,Middle distillates,Consumption Pattern,2022,3467.359
Norway,Balance,Middle distillates,Consumption Pattern,2022,892.471
New Zealand,Balance,Middle distillates,Consumption Pattern,2022,279.0
Poland,Balance,Middle distillates,Consumption Pattern,2022,2692.496
Portugal,Balance,Middle distillates,Consumption Pattern,2022,1263.795
Slovakia,Balance,Middle distillates,Consumption Pattern,2022,339.861
Slovenia,Balance,Middle distillates,Consumption Pattern,2022,462.0
Spain,Balance,Middle distillates,Consumption Pattern,2022,5961.072
Sweden,Balance,Middle distillates,Consumption Pattern,2022,1678.099
Switzerland,Balance,Middle distillates,Consumption Pattern,2022,2340.109
Türkiye,Balance,Middle distillates,Consumption Pattern,2022,2129.122
United Kingdom,Balance,Middle distillates,Consumption Pattern,2022,2536.0
United States,Balance,Middle distillates,Consumption Pattern,2022,18218.0
Australia,Balance,Middle distillates,Consumption Pattern,2023,1966.873
Austria,Balance,Middle distillates,Consumption Pattern,2023,1119.002
Belgium,Balance,Middle distillates,Consumption Pattern,2023,3299.5
Canada,Balance,Middle distillates,Consumption Pattern,2023,2704.009
Chile,Balance,Middle distillates,Consumption Pattern,2023,357.638
Czech Republic,Balance,Middle distillates,Consumption Pattern,2023,1011.0
Denmark,Balance,Middle distillates,Consumption Pattern,2023,1502.0
Estonia,Balance,Middle distillates,Consumption Pattern,2023,161.0
Finland,Balance,Middle distillates,Consumption Pattern,2023,2072.0
France,Balance,Middle distillates,Consumption Pattern,2023,10222.0
Germany,Balance,Middle distillates,Consumption Pattern,2023,9353.012
Greece,Balance,Middle distillates,Consumption Pattern,2023,1155.72
Hungary,Balance,Middle distillates,Consumption Pattern,2023,983.0
Iceland,Balance,Middle distillates,Consumption Pattern,2023,0.0
Ireland,Balance,Middle distillates,Consumption Pattern,2023,1093.949
Israel,Balance,Middle distillates,Consumption Pattern,2023,0.0
Italy,Balance,Middle distillates,Consumption Pattern,2023,4774.11
Japan,Balance,Middle distillates,Consumption Pattern,2023,4804.779
South Korea,Balance,Middle distillates,Consumption Pattern,2023,3118.58
Latvia,Balance,Middle distillates,Consumption Pattern,2023,359.559
Lithuania,Balance,Middle distillates,Consumption Pattern,2023,389.7
Luxembourg,Balance,Middle distillates,Consumption Pattern,2023,54.733
Mexico,Balance,Middle distillates,Consumption Pattern,2023,526.0
Netherlands,Balance,Middle distillates,Consumption Pattern,2023,3337.089
Norway,Balance,Middle distillates,Consumption Pattern,2023,819.112
New Zealand,Balance,Middle distillates,Consumption Pattern,2023,410.0
Poland,Balance,Middle distillates,Consumption Pattern,2023,2594.676
Portugal,Balance,Middle distillates,Consumption Pattern,2023,1146.999
Slovakia,Balance,Middle distillates,Consumption Pattern,2023,310.051
Slovenia,Balance,Middle distillates,Consumption Pattern,2023,433.0
Spain,Balance,Middle distillates,Consumption Pattern,2023,6109.989
Sweden,Balance,Middle distillates,Consumption Pattern,2023,1954.295
Switzerland,Balance,Middle distillates,Consumption Pattern,2023,2569.06
Türkiye,Balance,Middle distillates,Consumption Pattern,2023,2103.353
United Kingdom,Balance,Middle distillates,Consumption Pattern,2023,2612.0
United States,Balance,Middle distillates,Consumption Pattern,2023,19910.0
Australia,Balance,Residual fuel oil,Consumption Pattern,2022,98.618
Austria,Balance,Residual fuel oil,Consumption Pattern,2022,140.234
Belgium,Balance,Residual fuel oil,Consumption Pattern,2022,503.9
Canada,Balance,Residual fuel oil,Consumption Pattern,2022,353.408
Chile,Balance,Residual fuel oil,Consumption Pattern,2022,61.409
Czech Republic,Balance,Residual fuel oil,Consumption Pattern,2022,35.0
Denmark,Balance,Residual fuel oil,Consumption Pattern,2022,725.0
Estonia,Balance,Residual fuel oil,Consumption Pattern,2022,68.0
Finland,Balance,Residual fuel oil,Consumption Pattern,2022,335.0
France,Balance,Residual fuel oil,Consumption Pattern,2022,526.0
Germany,Balance,Residual fuel oil,Consumption Pattern,2022,1360.773
Greece,Balance,Residual fuel oil,Consumption Pattern,2022,659.766
Hungary,Balance,Residual fuel oil,Consumption Pattern,2022,31.0
Iceland,Balance,Residual fuel oil,Consumption Pattern,2022,0.0
Ireland,Balance,Residual fuel oil,Consumption Pattern,2022,102.706
Israel,Balance,Residual fuel oil,Consumption Pattern,2022,0.0
Italy,Balance,Residual fuel oil,Consumption Pattern,2022,1364.929
Japan,Balance,Residual fuel oil,Consumption Pattern,2022,1068.116
South Korea,Balance,Residual fuel oil,Consumption Pattern,2022,1410.601
Latvia,Balance,Residual fuel oil,Consumption Pattern,2022,0.0
Lithuania,Balance,Residual fuel oil,Consumption Pattern,2022,103.6
Luxembourg,Balance,Residual fuel oil,Consumption Pattern,2022,0.0
Mexico,Balance,Residual fuel oil,Consumption Pattern,2022,476.0
Netherlands,Balance,Residual fuel oil,Consumption Pattern,2022,2233.854
Norway,Balance,Residual fuel oil,Consumption Pattern,2022,73.16
New Zealand,Balance,Residual fuel oil,Consumption Pattern,2022,19.0
Poland,Balance,Residual fuel oil,Consumption Pattern,2022,72.032
Portugal,Balance,Residual fuel oil,Consumption Pattern,2022,167.086
Slovakia,Balance,Residual fuel oil,Consumption Pattern,2022,88.166
Slovenia,Balance,Residual fuel oil,Consumption Pattern,2022,0.0
Spain,Balance,Residual fuel oil,Consumption Pattern,2022,1107.932
Sweden,Balance,Residual fuel oil,Consumption Pattern,2022,464.63
Switzerland,Balance,Residual fuel oil,Consumption Pattern,2022,50.997
Türkiye,Balance,Residual fuel oil,Consumption Pattern,2022,1237.216
United Kingdom,Balance,Residual fuel oil,Consumption Pattern,2022,239.0
United States,Balance,Residual fuel oil,Consumption Pattern,2022,5842.0
Australia,Balance,Residual fuel oil,Consumption Pattern,2023,118.329
Austria,Balance,Residual fuel oil,Consumption Pattern,2023,135.97
Belgium,Balance,Residual fuel oil,Consumption Pattern,2023,481.9
Canada,Balance,Residual fuel oil,Consumption Pattern,2023,243.623
Chile,Balance,Residual fuel oil,Consumption Pattern,2023,71.417
Czech Republic,Balance,Residual fuel oil,Consumption Pattern,2023,35.0
Denmark,Balance,Residual fuel oil,Consumption Pattern,2023,388.0
Estonia,Balance,Residual fuel oil,Consumption Pattern,2023,71.0
Finland,Balance,Residual fuel oil,Consumption Pattern,2023,152.0
France,Balance,Residual fuel oil,Consumption Pattern,2023,423.0
Germany,Balance,Residual fuel oil,Consumption Pattern,2023,1410.611
Greece,Balance,Residual fuel oil,Consumption Pattern,2023,703.203
Hungary,Balance,Residual fuel oil,Consumption Pattern,2023,29.0
Iceland,Balance,Residual fuel oil,Consumption Pattern,2023,0.0
Ireland,Balance,Residual fuel oil,Consumption Pattern,2023,81.265
Israel,Balance,Residual fuel oil,Consumption Pattern,2023,0.0
Italy,Balance,Residual fuel oil,Consumption Pattern,2023,1364.939
Japan,Balance,Residual fuel oil,Consumption Pattern,2023,1131.269
South Korea,Balance,Residual fuel oil,Consumption Pattern,2023,1341.19
Latvia,Balance,Residual fuel oil,Consumption Pattern,2023,0.0
Lithuania,Balance,Residual fuel oil,Consumption Pattern,2023,129.4
Luxembourg,Balance,Residual fuel oil,Consumption Pattern,2023,0.0
Mexico,Balance,Residual fuel oil,Consumption Pattern,2023,617.0
Netherlands,Balance,Residual fuel oil,Consumption Pattern,2023,2082.013
Norway,Balance,Residual fuel oil,Consumption Pattern,2023,67.119
New Zealand,Balance,Residual fuel oil,Consumption Pattern,2023,28.0
Poland,Balance,Residual fuel oil,Consumption Pattern,2023,60.397
Portugal,Balance,Residual fuel oil,Consumption Pattern,2023,114.271
Slovakia,Balance,Residual fuel oil,Consumption Pattern,2023,103.577
Slovenia,Balance,Residual fuel oil,Consumption Pattern,2023,0.0
Spain,Balance,Residual fuel oil,Consumption Pattern,2023,824.381
Sweden,Balance,Residual fuel oil,Consumption Pattern,2023,491.585
Switzerland,Balance,Residual fuel oil,Consumption Pattern,2023,52.706
Türkiye,Balance,Residual fuel oil,Consumption Pattern,2023,1614.885
United Kingdom,Balance,Residual fuel oil,Consumption Pattern,2023,215.0
United States,Balance,Residual fuel oil,Consumption Pattern,2023,4860.0
Australia,Balance,Total oil production,Storage Channelization,2023,360.176
Austria,Balance,Total oil production,Storage Channelization,2023,24.79
Belgium,Balance,Total oil production,Storage Channelization,2023,129.2
Canada,Balance,Total oil production,Storage Channelization,2023,2.348
Chile,Balance,Total oil production,Storage Channelization,2023,-181.894
Czech Republic,Balance,Total oil production,Storage Channelization,2023,62.0
Denmark,Balance,Total oil production,Storage Channelization,2023,68.0
Estonia,Balance,Total oil production,Storage Channelization,2023,50.0
Finland,Balance,Total oil production,Storage Channelization,2023,-45.0
France,Balance,Total oil production,Storage Channelization,2023,94.0
Germany,Balance,Total oil production,Storage Channelization,2023,671.66
Greece,Balance,Total oil production,Storage Channelization,2023,0.0
Hungary,Balance,Total oil production,Storage Channelization,2023,-1.0
Iceland,Balance,Total oil production,Storage Channelization,2023,0.0
Ireland,Balance,Total oil production,Storage Channelization,2023,45.824
Israel,Balance,Total oil production,Storage Channelization,2023,0.0
Italy,Balance,Total oil production,Storage Channelization,2023,382.795
Japan,Balance,Total oil production,Storage Channelization,2023,-937.566
South Korea,Balance,Total oil production,Storage Channelization,2023,-137.009
Latvia,Balance,Total oil production,Storage Channelization,2023,-2.6
Lithuania,Balance,Total oil production,Storage Channelization,2023,53.7
Luxembourg,Balance,Total oil production,Storage Channelization,2023,8.468
Mexico,Balance,Total oil production,Storage Channelization,2023,36.0
Netherlands,Balance,Total oil production,Storage Channelization,2023,21.685
Norway,Balance,Total oil production,Storage Channelization,2023,-391.006
New Zealand,Balance,Total oil production,Storage Channelization,2023,22.0
Poland,Balance,Total oil production,Storage Channelization,2023,-30.834
Portugal,Balance,Total oil production,Storage Channelization,2023,-144.2
Slovakia,Balance,Total oil production,Storage Channelization,2023,116.944
Slovenia,Balance,Total oil production,Storage Channelization,2023,-1.0
Spain,Balance,Total oil production,Storage Channelization,2023,-973.264
Sweden,Balance,Total oil production,Storage Channelization,2023,-32.926
Switzerland,Balance,Total oil production,Storage Channelization,2023,46.266
Türkiye,Balance,Total oil production,Storage Channelization,2023,-28.057
United Kingdom,Balance,Total oil production,Storage Channelization,2023,228.0
United States,Balance,Total oil production,Storage Channelization,2023,-299.0
Australia,Balance,Crude oil,Storage Channelization,2023,170.022
Austria,Balance,Crude oil,Storage Channelization,2023,-2.807
Belgium,Balance,Crude oil,Storage Channelization,2023,5.6
Canada,Balance,Crude oil,Storage Channelization,2023,-396.648
Chile,Balance,Crude oil,Storage Channelization,2023,18.254
Czech Republic,Balance,Crude oil,Storage Channelization,2023,-30.0
Denmark,Balance,Crude oil,Storage Channelization,2023,24.0
Estonia,Balance,Crude oil,Storage Channelization,2023,33.0
Finland,Balance,Crude oil,Storage Channelization,2023,85.0
France,Balance,Crude oil,Storage Channelization,2023,268.0
Germany,Balance,Crude oil,Storage Channelization,2023,-67.827
Greece,Balance,Crude oil,Storage Channelization,2023,0.0
Hungary,Balance,Crude oil,Storage Channelization,2023,-19.0
Iceland,Balance,Crude oil,Storage Channelization,2023,0.0
Ireland,Balance,Crude oil,Storage Channelization,2023,2.37
Israel,Balance,Crude oil,Storage Channelization,2023,0.0
Italy,Balance,Crude oil,Storage Channelization,2023,15.268
Japan,Balance,Crude oil,Storage Channelization,2023,-205.471
South Korea,Balance,Crude oil,Storage Channelization,2023,-0.729
Latvia,Balance,Crude oil,Storage Channelization,2023,0.0
Lithuania,Balance,Crude oil,Storage Channelization,2023,3.8
Luxembourg,Balance,Crude oil,Storage Channelization,2023,0.0
Mexico,Balance,Crude oil,Storage Channelization,2023,-167.0
Netherlands,Balance,Crude oil,Storage Channelization,2023,-234.869
Norway,Balance,Crude oil,Storage Channelization,2023,-320.296
New Zealand,Balance,Crude oil,Storage Channelization,2023,-73.0
Poland,Balance,Crude oil,Storage Channelization,2023,0.0
Portugal,Balance,Crude oil,Storage Channelization,2023,-114.884
Slovakia,Balance,Crude oil,Storage Channelization,2023,46.565
Slovenia,Balance,Crude oil,Storage Channelization,2023,0.0
Spain,Balance,Crude oil,Storage Channelization,2023,-656.75
Sweden,Balance,Crude oil,Storage Channelization,2023,20.673
Switzerland,Balance,Crude oil,Storage Channelization,2023,-4.94
Türkiye,Balance,Crude oil,Storage Channelization,2023,0.78
United Kingdom,Balance,Crude oil,Storage Channelization,2023,109.0
United States,Balance,Crude oil,Storage Channelization,2023,-2442.0
Australia,Balance,Total oil products production,Storage Channelization,2023,190.154
Austria,Balance,Total oil products production,Storage Channelization,2023,27.597
Belgium,Balance,Total oil products production,Storage Channelization,2023,123.6
Canada,Balance,Total oil products production,Storage Channelization,2023,398.996
Chile,Balance,Total oil products production,Storage Channelization,2023,-200.148
Czech Republic,Balance,Total oil products production,Storage Channelization,2023,92.0
Denmark,Balance,Total oil products production,Storage Channelization,2023,44.0
Estonia,Balance,Total oil products production,Storage Channelization,2023,17.0
Finland,Balance,Total oil products production,Storage Channelization,2023,-130.0
France,Balance,Total oil products production,Storage Channelization,2023,-174.0
Germany,Balance,Total oil products production,Storage Channelization,2023,739.487
Greece,Balance,Total oil products production,Storage Channelization,2023,0.0
Hungary,Balance,Total oil products production,Storage Channelization,2023,18.0
Iceland,Balance,Total oil products production,Storage Channelization,2023,0.0
Ireland,Balance,Total oil products production,Storage Channelization,2023,43.454
Israel,Balance,Total oil products production,Storage Channelization,2023,0.0
Italy,Balance,Total oil products production,Storage Channelization,2023,367.527
Japan,Balance,Total oil products production,Storage Channelization,2023,-732.095
South Korea,Balance,Total oil products production,Storage Channelization,2023,-136.28
Latvia,Balance,Total oil products production,Storage Channelization,2023,-2.6
Lithuania,Balance,Total oil products production,Storage Channelization,2023,49.9
Luxembourg,Balance,Total oil products production,Storage Channelization,2023,8.468
Mexico,Balance,Total oil products production,Storage Channelization,2023,203.0
Netherlands,Balance,Total oil products production,Storage Channelization,2023,256.554
Norway,Balance,Total oil products production,Storage Channelization,2023,-70.71
New Zealand,Balance,Total oil products production,Storage Channelization,2023,95.0
Poland,Balance,Total oil products production,Storage Channelization,2023,-30.834
Portugal,Balance,Total oil products production,Storage Channelization,2023,-29.316
Slovakia,Balance,Total oil products production,Storage Channelization,2023,70.379
Slovenia,Balance,Total oil products production,Storage Channelization,2023,-1.0
Spain,Balance,Total oil products production,Storage Channelization,2023,-316.514
Sweden,Balance,Total oil products production,Storage Channelization,2023,-53.599
Switzerland,Balance,Total oil products production,Storage Channelization,2023,51.206
