country_name,type,product,flow,year,value
Australia,Balance,Crude oil,Industrial Production,2021,18029.678
Austria,Balance,Crude oil,Industrial Production,2021,561.852
Belgium,Balance,Crude oil,Industrial Production,2021,0.0
Canada,Balance,Crude oil,Industrial Production,2021,266630.18
Chile,Balance,Crude oil,Industrial Production,2021,340.997
Czech Republic,Balance,Crude oil,Industrial Production,2021,87.0
Denmark,Balance,Crude oil,Industrial Production,2021,3239.0
Estonia,Balance,Crude oil,Industrial Production,2021,0.0
Finland,Balance,Crude oil,Industrial Production,2021,0.0
France,Balance,Crude oil,Industrial Production,2021,874.0
Germany,Balance,Crude oil,Industrial Production,2021,3085.15
Greece,Balance,Crude oil,Industrial Production,2021,58.754
Hungary,Balance,Crude oil,Industrial Production,2021,1095.0
Iceland,Balance,Crude oil,Industrial Production,2021,0.0
Ireland,Balance,Crude oil,Industrial Production,2021,0.0
Israel,Balance,Crude oil,Industrial Production,2021,168.0
Italy,Balance,Crude oil,Industrial Production,2021,5831.078
Japan,Balance,Crude oil,Industrial Production,2021,383.249
South Korea,Balance,Crude oil,Industrial Production,2021,1078.892
Latvia,Balance,Crude oil,Industrial Production,2021,0.0
Lithuania,Balance,Crude oil,Industrial Production,2021,28.6
Luxembourg,Balance,Crude oil,Industrial Production,2021,0.0
Mexico,Balance,Crude oil,Industrial Production,2021,95425.431
Netherlands,Balance,Crude oil,Industrial Production,2021,1121.065
Norway,Balance,Crude oil,Industrial Production,2021,95055.743
New Zealand,Balance,Crude oil,Industrial Production,2021,975.0
Poland,Balance,Crude oil,Industrial Production,2021,895.294
Portugal,Balance,Crude oil,Industrial Production,2021,0.0
Slovakia,Balance,Crude oil,Industrial Production,2021,4.557
Slovenia,Balance,Crude oil,Industrial Production,2021,0.0
Spain,Balance,Crude oil,Industrial Production,2021,5.816
Sweden,Balance,Crude oil,Industrial Production,2021,0.0
Switzerland,Balance,Crude oil,Industrial Production,2021,0.0
Türkiye,Balance,Crude oil,Industrial Production,2021,3441.66
United Kingdom,Balance,Crude oil,Industrial Production,2021,40865.0
United States,Balance,Crude oil,Industrial Production,2021,702512.0
Australia,Balance,Crude oil,Industrial Production,2021,16725.052
Austria,Balance,Crude oil,Industrial Production,2021,515.782
Belgium,Balance,Crude oil,Industrial Production,2021,0.0
Canada,Balance,Crude oil,Industrial Production,2021,274365.886
Chile,Balance,Crude oil,Industrial Production,2021,378.02
Czech Republic,Balance,Crude oil,Industrial Production,2021,78.0
Denmark,Balance,Crude oil,Industrial Production,2021,3186.0
Estonia,Balance,Crude oil,Industrial Production,2021,0.0
Finland,Balance,Crude oil,Industrial Production,2021,0.0
France,Balance,Crude oil,Industrial Production,2021,887.0
Germany,Balance,Crude oil,Industrial Production,2021,2917.057
Greece,Balance,Crude oil,Industrial Production,2021,0.0
Hungary,Balance,Crude oil,Industrial Production,2021,1080.0
Iceland,Balance,Crude oil,Industrial Production,2021,0.0
Ireland,Balance,Crude oil,Industrial Production,2021,0.0
Israel,Balance,Crude oil,Industrial Production,2021,168.0
Italy,Balance,Crude oil,Industrial Production,2021,5077.739
Japan,Balance,Crude oil,Industrial Production,2021,327.153
South Korea,Balance,Crude oil,Industrial Production,2021,1174.823
Latvia,Balance,Crude oil,Industrial Production,2021,0.0
Lithuania,Balance,Crude oil,Industrial Production,2021,26.5
Luxembourg,Balance,Crude oil,Industrial Production,2021,0.0
Mexico,Balance,Crude oil,Industrial Production,2021,95823.0
Netherlands,Balance,Crude oil,Industrial Production,2021,713.054
Norway,Balance,Crude oil,Industrial Production,2021,89970.464
New Zealand,Balance,Crude oil,Industrial Production,2021,875.0
Poland,Balance,Crude oil,Industrial Production,2021,901.99
Portugal,Balance,Crude oil,Industrial Production,2021,0.0
Slovakia,Balance,Crude oil,Industrial Production,2021,2.143
Slovenia,Balance,Crude oil,Industrial Production,2021,0.0
Spain,Balance,Crude oil,Industrial Production,2021,0.912
Sweden,Balance,Crude oil,Industrial Production,2021,0.0
Switzerland,Balance,Crude oil,Industrial Production,2021,0.0
Türkiye,Balance,Crude oil,Industrial Production,2021,3583.113
United Kingdom,Balance,Crude oil,Industrial Production,2021,37750.743
United States,Balance,Crude oil,Industrial Production,2021,749969.0
Australia,Balance,Liquified Petroleum Gas,Net Deliveries,2021,836.0
Austria,Balance,Liquified Petroleum Gas,Net Deliveries,2021,81.893
Belgium,Balance,Liquified Petroleum Gas,Net Deliveries,2021,2211.3
Canada,Balance,Liquified Petroleum Gas,Net Deliveries,2021,6518.472
Chile,Balance,Liquified Petroleum Gas,Net Deliveries,2021,1382.13
Czech Republic,Balance,Liquified Petroleum Gas,Net Deliveries,2021,432.0
Denmark,Balance,Liquified Petroleum Gas,Net Deliveries,2021,62.0
Estonia,Balance,Liquified Petroleum Gas,Net Deliveries,2021,15.0
Finland,Balance,Liquified Petroleum Gas,Net Deliveries,2021,944.0
France,Balance,Liquified Petroleum Gas,Net Deliveries,2021,3548.0
Germany,Balance,Liquified Petroleum Gas,Net Deliveries,2021,3555.466
Greece,Balance,Liquified Petroleum Gas,Net Deliveries,2021,498.758
Hungary,Balance,Liquified Petroleum Gas,Net Deliveries,2021,572.0
Iceland,Balance,Liquified Petroleum Gas,Net Deliveries,2021,2.115
Ireland,Balance,Liquified Petroleum Gas,Net Deliveries,2021,158.117
Israel,Balance,Liquified Petroleum Gas,Net Deliveries,2021,557.0
Italy,Balance,Liquified Petroleum Gas,Net Deliveries,2021,2863.519
Japan,Balance,Liquified Petroleum Gas,Net Deliveries,2021,10491.586
South Korea,Balance,Liquified Petroleum Gas,Net Deliveries,2021,9888.434
Latvia,Balance,Liquified Petroleum Gas,Net Deliveries,2021,72.75
Lithuania,Balance,Liquified Petroleum Gas,Net Deliveries,2021,124.9
Luxembourg,Balance,Liquified Petroleum Gas,Net Deliveries,2021,0.0
Mexico,Balance,Liquified Petroleum Gas,Net Deliveries,2021,4563.0
Netherlands,Balance,Liquified Petroleum Gas,Net Deliveries,2021,2043.103
Norway,Balance,Liquified Petroleum Gas,Net Deliveries,2021,1588.504
New Zealand,Balance,Liquified Petroleum Gas,Net Deliveries,2021,164.0
Poland,Balance,Liquified Petroleum Gas,Net Deliveries,2021,2506.043
Portugal,Balance,Liquified Petroleum Gas,Net Deliveries,2021,842.981
Slovakia,Balance,Liquified Petroleum Gas,Net Deliveries,2021,81.159
Slovenia,Balance,Liquified Petroleum Gas,Net Deliveries,2021,82.0
Spain,Balance,Liquified Petroleum Gas,Net Deliveries,2021,1801.062
Sweden,Balance,Liquified Petroleum Gas,Net Deliveries,2021,895.853
Switzerland,Balance,Liquified Petroleum Gas,Net Deliveries,2021,161.188
Türkiye,Balance,Liquified Petroleum Gas,Net Deliveries,2021,3918.819
United Kingdom,Balance,Liquified Petroleum Gas,Net Deliveries,2021,2489.0
United States,Balance,Liquified Petroleum Gas,Net Deliveries,2021,32652.0
Australia,Balance,Liquified Petroleum Gas,Net Deliveries,2021,810.0
Austria,Balance,Liquified Petroleum Gas,Net Deliveries,2021,85.57
Belgium,Balance,Liquified Petroleum Gas,Net Deliveries,2021,2378.1
Canada,Balance,Liquified Petroleum Gas,Net Deliveries,2021,7217.096
Chile,Balance,Liquified Petroleum Gas,Net Deliveries,2021,1373.065
Czech Republic,Balance,Liquified Petroleum Gas,Net Deliveries,2021,422.0
Denmark,Balance,Liquified Petroleum Gas,Net Deliveries,2021,64.0
Estonia,Balance,Liquified Petroleum Gas,Net Deliveries,2021,13.0
Finland,Balance,Liquified Petroleum Gas,Net Deliveries,2021,1093.0
France,Balance,Liquified Petroleum Gas,Net Deliveries,2021,2989.0
Germany,Balance,Liquified Petroleum Gas,Net Deliveries,2021,3135.731
Greece,Balance,Liquified Petroleum Gas,Net Deliveries,2021,549.112
Hungary,Balance,Liquified Petroleum Gas,Net Deliveries,2021,428.0
Iceland,Balance,Liquified Petroleum Gas,Net Deliveries,2021,3.257
Ireland,Balance,Liquified Petroleum Gas,Net Deliveries,2021,165.055
Israel,Balance,Liquified Petroleum Gas,Net Deliveries,2021,611.0
Italy,Balance,Liquified Petroleum Gas,Net Deliveries,2021,2925.339
Japan,Balance,Liquified Petroleum Gas,Net Deliveries,2021,11212.492
South Korea,Balance,Liquified Petroleum Gas,Net Deliveries,2021,10570.128
Latvia,Balance,Liquified Petroleum Gas,Net Deliveries,2021,79.936
Lithuania,Balance,Liquified Petroleum Gas,Net Deliveries,2021,133.5
Luxembourg,Balance,Liquified Petroleum Gas,Net Deliveries,2021,0.0
Mexico,Balance,Liquified Petroleum Gas,Net Deliveries,2021,4791.0
Netherlands,Balance,Liquified Petroleum Gas,Net Deliveries,2021,1966.19
Norway,Balance,Liquified Petroleum Gas,Net Deliveries,2021,1088.276
New Zealand,Balance,Liquified Petroleum Gas,Net Deliveries,2021,187.0
Poland,Balance,Liquified Petroleum Gas,Net Deliveries,2021,2509.984
Portugal,Balance,Liquified Petroleum Gas,Net Deliveries,2021,827.249
Slovakia,Balance,Liquified Petroleum Gas,Net Deliveries,2021,97.146
Slovenia,Balance,Liquified Petroleum Gas,Net Deliveries,2021,79.0
Spain,Balance,Liquified Petroleum Gas,Net Deliveries,2021,1971.43
Sweden,Balance,Liquified Petroleum Gas,Net Deliveries,2021,711.718
Switzerland,Balance,Liquified Petroleum Gas,Net Deliveries,2021,150.916
Türkiye,Balance,Liquified Petroleum Gas,Net Deliveries,2021,3868.285
United Kingdom,Balance,Liquified Petroleum Gas,Net Deliveries,2021,2562.0
United States,Balance,Liquified Petroleum Gas,Net Deliveries,2021,32777.0
Australia,Balance,Naphtha,Net Deliveries,2021,0.0
Austria,Balance,Naphtha,Net Deliveries,2021,1081.534
Belgium,Balance,Naphtha,Net Deliveries,2021,4938.3
Canada,Balance,Naphtha,Net Deliveries,2021,688.231
Chile,Balance,Naphtha,Net Deliveries,2021,43.371
Czech Republic,Balance,Naphtha,Net Deliveries,2021,1026.0
Denmark,Balance,Naphtha,Net Deliveries,2021,0.0
Estonia,Balance,Naphtha,Net Deliveries,2021,0.0
Finland,Balance,Naphtha,Net Deliveries,2021,0.0
France,Balance,Naphtha,Net Deliveries,2021,5793.0
Germany,Balance,Naphtha,Net Deliveries,2021,13405.757
Greece,Balance,Naphtha,Net Deliveries,2021,29.531
Hungary,Balance,Naphtha,Net Deliveries,2021,1124.0
Iceland,Balance,Naphtha,Net Deliveries,2021,0.0
Ireland,Balance,Naphtha,Net Deliveries,2021,0.459
Israel,Balance,Naphtha,Net Deliveries,2021,456.0
Italy,Balance,Naphtha,Net Deliveries,2021,3881.445
Japan,Balance,Naphtha,Net Deliveries,2021,31403.459
South Korea,Balance,Naphtha,Net Deliveries,2021,42037.115
Latvia,Balance,Naphtha,Net Deliveries,2021,0.0
Lithuania,Balance,Naphtha,Net Deliveries,2021,0.0
Luxembourg,Balance,Naphtha,Net Deliveries,2021,0.0
Mexico,Balance,Naphtha,Net Deliveries,2021,1260.0
Netherlands,Balance,Naphtha,Net Deliveries,2021,6852.826
Norway,Balance,Naphtha,Net Deliveries,2021,0.0
New Zealand,Balance,Naphtha,Net Deliveries,2021,0.0
Poland,Balance,Naphtha,Net Deliveries,2021,985.803
Portugal,Balance,Naphtha,Net Deliveries,2021,644.677
Slovakia,Balance,Naphtha,Net Deliveries,2021,576.485
Slovenia,Balance,Naphtha,Net Deliveries,2021,0.0
Spain,Balance,Naphtha,Net Deliveries,2021,1594.786
Sweden,Balance,Naphtha,Net Deliveries,2021,387.769
Switzerland,Balance,Naphtha,Net Deliveries,2021,13.715
Türkiye,Balance,Naphtha,Net Deliveries,2021,1841.0
United Kingdom,Balance,Naphtha,Net Deliveries,2021,155.0
United States,Balance,Naphtha,Net Deliveries,2021,7977.0
Australia,Balance,Naphtha,Net Deliveries,2021,0.0
Austria,Balance,Naphtha,Net Deliveries,2021,832.786
Belgium,Balance,Naphtha,Net Deliveries,2021,3992.5
Canada,Balance,Naphtha,Net Deliveries,2021,863.561
Chile,Balance,Naphtha,Net Deliveries,2021,58.649
Czech Republic,Balance,Naphtha,Net Deliveries,2021,1002.0
Denmark,Balance,Naphtha,Net Deliveries,2021,0.0
Estonia,Balance,Naphtha,Net Deliveries,2021,0.0
Finland,Balance,Naphtha,Net Deliveries,2021,33.0
France,Balance,Naphtha,Net Deliveries,2021,4078.0
Germany,Balance,Naphtha,Net Deliveries,2021,11955.695
Greece,Balance,Naphtha,Net Deliveries,2021,10.663
Hungary,Balance,Naphtha,Net Deliveries,2021,880.0
Iceland,Balance,Naphtha,Net Deliveries,2021,0.0
Ireland,Balance,Naphtha,Net Deliveries,2021,0.379
Israel,Balance,Naphtha,Net Deliveries,2021,359.0
Italy,Balance,Naphtha,Net Deliveries,2021,3153.575
Japan,Balance,Naphtha,Net Deliveries,2021,27999.608
South Korea,Balance,Naphtha,Net Deliveries,2021,40771.611
Latvia,Balance,Naphtha,Net Deliveries,2021,0.0
Lithuania,Balance,Naphtha,Net Deliveries,2021,2.5
Luxembourg,Balance,Naphtha,Net Deliveries,2021,0.0
Mexico,Balance,Naphtha,Net Deliveries,2021,1289.0
Netherlands,Balance,Naphtha,Net Deliveries,2021,6160.96
Norway,Balance,Naphtha,Net Deliveries,2021,0.0
New Zealand,Balance,Naphtha,Net Deliveries,2021,0.0
Poland,Balance,Naphtha,Net Deliveries,2021,1421.198
Portugal,Balance,Naphtha,Net Deliveries,2021,391.966
Slovakia,Balance,Naphtha,Net Deliveries,2021,493.175
Slovenia,Balance,Naphtha,Net Deliveries,2021,0.0
Spain,Balance,Naphtha,Net Deliveries,2021,1662.177
Sweden,Balance,Naphtha,Net Deliveries,2021,204.805
Switzerland,Balance,Naphtha,Net Deliveries,2021,20.971
Türkiye,Balance,Naphtha,Net Deliveries,2021,1297.189
United Kingdom,Balance,Naphtha,Net Deliveries,2021,53.0
United States,Balance,Naphtha,Net Deliveries,2021,5925.0
Australia,Balance,Total gas oil production,Net Deliveries,2021,11540.348
Austria,Balance,Total gas oil production,Net Deliveries,2021,1442.387
Belgium,Balance,Total gas oil production,Net Deliveries,2021,1997.2
Canada,Balance,Total gas oil production,Net Deliveries,2021,30268.63
Chile,Balance,Total gas oil production,Net Deliveries,2021,3737.065
Czech Republic,Balance,Total gas oil production,Net Deliveries,2021,1518.0
Denmark,Balance,Total gas oil production,Net Deliveries,2021,1280.0
Estonia,Balance,Total gas oil production,Net Deliveries,2021,207.0
Finland,Balance,Total gas oil production,Net Deliveries,2021,1342.0
France,Balance,Total gas oil production,Net Deliveries,2021,8317.0
Germany,Balance,Total gas oil production,Net Deliveries,2021,15606.152
Greece,Balance,Total gas oil production,Net Deliveries,2021,2037.322
Hungary,Balance,Total gas oil production,Net Deliveries,2021,1478.0
Iceland,Balance,Total gas oil production,Net Deliveries,2021,101.757
Ireland,Balance,Total gas oil production,Net Deliveries,2021,608.716
Israel,Balance,Total gas oil production,Net Deliveries,2021,3256.0
Italy,Balance,Total gas oil production,Net Deliveries,2021,7288.852
Japan,Balance,Total gas oil production,Net Deliveries,2021,28387.82
South Korea,Balance,Total gas oil production,Net Deliveries,2021,8537.202
Latvia,Balance,Total gas oil production,Net Deliveries,2021,159.538
Lithuania,Balance,Total gas oil production,Net Deliveries,2021,257.1
Luxembourg,Balance,Total gas oil production,Net Deliveries,2021,339.076
Mexico,Balance,Total gas oil production,Net Deliveries,2021,24039.342
Netherlands,Balance,Total gas oil production,Net Deliveries,2021,3819.776
Norway,Balance,Total gas oil production,Net Deliveries,2021,718.443
New Zealand,Balance,Total gas oil production,Net Deliveries,2021,2198.0
Poland,Balance,Total gas oil production,Net Deliveries,2021,4789.835
Portugal,Balance,Total gas oil production,Net Deliveries,2021,960.985
Slovakia,Balance,Total gas oil production,Net Deliveries,2021,553.011
Slovenia,Balance,Total gas oil production,Net Deliveries,2021,370.0
Spain,Balance,Total gas oil production,Net Deliveries,2021,5247.091
Sweden,Balance,Total gas oil production,Net Deliveries,2021,2169.276
Switzerland,Balance,Total gas oil production,Net Deliveries,2021,2132.692
Türkiye,Balance,Total gas oil production,Net Deliveries,2021,1677.854
United Kingdom,Balance,Total gas oil production,Net Deliveries,2021,10817.0
United States,Balance,Total gas oil production,Net Deliveries,2021,379625.411
Australia,Balance,Total gas oil production,Net Deliveries,2021,11898.631
Austria,Balance,Total gas oil production,Net Deliveries,2021,1501.374
Belgium,Balance,Total gas oil production,Net Deliveries,2021,2138.9
Canada,Balance,Total gas oil production,Net Deliveries,2021,31044.769
Chile,Balance,Total gas oil production,Net Deliveries,2021,4088.833
Czech Republic,Balance,Total gas oil production,Net Deliveries,2021,1595.0
Denmark,Balance,Total gas oil production,Net Deliveries,2021,1276.0
Estonia,Balance,Total gas oil production,Net Deliveries,2021,201.0
Finland,Balance,Total gas oil production,Net Deliveries,2021,1260.0
France,Balance,Total gas oil production,Net Deliveries,2021,9451.0
Germany,Balance,Total gas oil production,Net Deliveries,2021,15618.214
Greece,Balance,Total gas oil production,Net Deliveries,2021,2074.16
Hungary,Balance,Total gas oil production,Net Deliveries,2021,1531.0
Iceland,Balance,Total gas oil production,Net Deliveries,2021,109.481
Ireland,Balance,Total gas oil production,Net Deliveries,2021,687.878
Israel,Balance,Total gas oil production,Net Deliveries,2021,3436.0
Italy,Balance,Total gas oil production,Net Deliveries,2021,7907.435
Japan,Balance,Total gas oil production,Net Deliveries,2021,28339.304
South Korea,Balance,Total gas oil production,Net Deliveries,2021,8644.716
Latvia,Balance,Total gas oil production,Net Deliveries,2021,154.393
Lithuania,Balance,Total gas oil production,Net Deliveries,2021,282.1
Luxembourg,Balance,Total gas oil production,Net Deliveries,2021,344.89
Mexico,Balance,Total gas oil production,Net Deliveries,2021,28040.0
Netherlands,Balance,Total gas oil production,Net Deliveries,2021,3928.73
Norway,Balance,Total gas oil production,Net Deliveries,2021,683.177
New Zealand,Balance,Total gas oil production,Net Deliveries,2021,2204.0
Poland,Balance,Total gas oil production,Net Deliveries,2021,5177.748
Portugal,Balance,Total gas oil production,Net Deliveries,2021,1103.646
Slovakia,Balance,Total gas oil production,Net Deliveries,2021,661.125
Slovenia,Balance,Total gas oil production,Net Deliveries,2021,423.0
Spain,Balance,Total gas oil production,Net Deliveries,2021,5755.096
Sweden,Balance,Total gas oil production,Net Deliveries,2021,2157.023
Switzerland,Balance,Total gas oil production,Net Deliveries,2021,2087.706
Türkiye,Balance,Total gas oil production,Net Deliveries,2021,2199.258
United Kingdom,Balance,Total gas oil production,Net Deliveries,2021,11882.0
United States,Balance,Total gas oil production,Net Deliveries,2021,379378.851
Australia,Balance,Total kerosene production,Net Deliveries,2021,2928.885
Austria,Balance,Total kerosene production,Net Deliveries,2021,404.516
Belgium,Balance,Total kerosene production,Net Deliveries,2021,1489.4
Canada,Balance,Total kerosene production,Net Deliveries,2021,3993.818
Chile,Balance,Total kerosene production,Net Deliveries,2021,824.11
Czech Republic,Balance,Total kerosene production,Net Deliveries,2021,168.0
Denmark,Balance,Total kerosene production,Net Deliveries,2021,462.0
Estonia,Balance,Total kerosene production,Net Deliveries,2021,49.0
Finland,Balance,Total kerosene production,Net Deliveries,2021,318.0
France,Balance,Total kerosene production,Net Deliveries,2021,4267.0
Germany,Balance,Total kerosene production,Net Deliveries,2021,6154.784
Greece,Balance,Total kerosene production,Net Deliveries,2021,910.143
Hungary,Balance,Total kerosene production,Net Deliveries,2021,135.0
Iceland,Balance,Total kerosene production,Net Deliveries,2021,76.792
Ireland,Balance,Total kerosene production,Net Deliveries,2021,1312.324
Israel,Balance,Total kerosene production,Net Deliveries,2021,745.0
Italy,Balance,Total kerosene production,Net Deliveries,2021,2979.067
Japan,Balance,Total kerosene production,Net Deliveries,2021,17160.966
South Korea,Balance,Total kerosene production,Net Deliveries,2021,6675.778
Latvia,Balance,Total kerosene production,Net Deliveries,2021,75.651
Lithuania,Balance,Total kerosene production,Net Deliveries,2021,69.0
Luxembourg,Balance,Total kerosene production,Net Deliveries,2021,503.75
Mexico,Balance,Total kerosene production,Net Deliveries,2021,2827.0
Netherlands,Balance,Total kerosene production,Net Deliveries,2021,2424.087
Norway,Balance,Total kerosene production,Net Deliveries,2021,330.326
New Zealand,Balance,Total kerosene production,Net Deliveries,2021,559.0
Poland,Balance,Total kerosene production,Net Deliveries,2021,574.464
Portugal,Balance,Total kerosene production,Net Deliveries,2021,807.545
Slovakia,Balance,Total kerosene production,Net Deliveries,2021,21.614
Slovenia,Balance,Total kerosene production,Net Deliveries,2021,12.0
Spain,Balance,Total kerosene production,Net Deliveries,2021,3357.302
Sweden,Balance,Total kerosene production,Net Deliveries,2021,364.778
Switzerland,Balance,Total kerosene production,Net Deliveries,2021,786.994
Türkiye,Balance,Total kerosene production,Net Deliveries,2021,3507.406
United Kingdom,Balance,Total kerosene production,Net Deliveries,2021,8071.0
United States,Balance,Total kerosene production,Net Deliveries,2021,63327.0
Australia,Balance,Total kerosene production,Net Deliveries,2021,4950.512
Austria,Balance,Total kerosene production,Net Deliveries,2021,610.129
Belgium,Balance,Total kerosene production,Net Deliveries,2021,1710.1
Canada,Balance,Total kerosene production,Net Deliveries,2021,6209.252
Chile,Balance,Total kerosene production,Net Deliveries,2021,900.131
Czech Republic,Balance,Total kerosene production,Net Deliveries,2021,276.0
Denmark,Balance,Total kerosene production,Net Deliveries,2021,765.0
Estonia,Balance,Total kerosene production,Net Deliveries,2021,56.0
Finland,Balance,Total kerosene production,Net Deliveries,2021,593.0
France,Balance,Total kerosene production,Net Deliveries,2021,5700.0
Germany,Balance,Total kerosene production,Net Deliveries,2021,9093.137
Greece,Balance,Total kerosene production,Net Deliveries,2021,1474.606
Hungary,Balance,Total kerosene production,Net Deliveries,2021,265.0
Iceland,Balance,Total kerosene production,Net Deliveries,2021,244.37
Ireland,Balance,Total kerosene production,Net Deliveries,2021,1710.854
Israel,Balance,Total kerosene production,Net Deliveries,2021,1119.0
Italy,Balance,Total kerosene production,Net Deliveries,2021,4119.525
Japan,Balance,Total kerosene production,Net Deliveries,2021,17763.75
South Korea,Balance,Total kerosene production,Net Deliveries,2021,7277.924
Latvia,Balance,Total kerosene production,Net Deliveries,2021,137.968
Lithuania,Balance,Total kerosene production,Net Deliveries,2021,108.4
Luxembourg,Balance,Total kerosene production,Net Deliveries,2021,553.951
Mexico,Balance,Total kerosene production,Net Deliveries,2021,3995.0
Netherlands,Balance,Total kerosene production,Net Deliveries,2021,3146.141
Norway,Balance,Total kerosene production,Net Deliveries,2021,681.053
New Zealand,Balance,Total kerosene production,Net Deliveries,2021,843.0
Poland,Balance,Total kerosene production,Net Deliveries,2021,978.428
Portugal,Balance,Total kerosene production,Net Deliveries,2021,1494.792
Slovakia,Balance,Total kerosene production,Net Deliveries,2021,44.752
Slovenia,Balance,Total kerosene production,Net Deliveries,2021,19.0
Spain,Balance,Total kerosene production,Net Deliveries,2021,5871.01
Sweden,Balance,Total kerosene production,Net Deliveries,2021,712.171
Switzerland,Balance,Total kerosene production,Net Deliveries,2021,1385.389
Türkiye,Balance,Total kerosene production,Net Deliveries,2021,4936.892
United Kingdom,Balance,Total kerosene production,Net Deliveries,2021,12539.0
United States,Balance,Total kerosene production,Net Deliveries,2021,71876.0
Australia,Balance,Gasoline and diesel,Net Deliveries,2021,25935.536
Austria,Balance,Gasoline and diesel,Net Deliveries,2021,7447.889
Belgium,Balance,Gasoline and diesel,Net Deliveries,2021,9352.0
Canada,Balance,Gasoline and diesel,Net Deliveries,2021,27628.413
Chile,Balance,Gasoline and diesel,Net Deliveries,2021,9178.457
Czech Republic,Balance,Gasoline and diesel,Net Deliveries,2021,5137.0
Denmark,Balance,Gasoline and diesel,Net Deliveries,2021,3676.0
Estonia,Balance,Gasoline and diesel,Net Deliveries,2021,763.0
Finland,Balance,Gasoline and diesel,Net Deliveries,2021,4203.0
France,Balance,Gasoline and diesel,Net Deliveries,2021,41894.0
Germany,Balance,Gasoline and diesel,Net Deliveries,2021,47235.773
Greece,Balance,Gasoline and diesel,Net Deliveries,2021,4157.004
Hungary,Balance,Gasoline and diesel,Net Deliveries,2021,3796.0
Iceland,Balance,Gasoline and diesel,Net Deliveries,2021,350.988
Ireland,Balance,Gasoline and diesel,Net Deliveries,2021,3709.629
Israel,Balance,Gasoline and diesel,Net Deliveries,2021,3192.0
Italy,Balance,Gasoline and diesel,Net Deliveries,2021,26582.197
Japan,Balance,Gasoline and diesel,Net Deliveries,2021,35525.276
South Korea,Balance,Gasoline and diesel,Net Deliveries,2021,21650.177
Latvia,Balance,Gasoline and diesel,Net Deliveries,2021,1062.199
Lithuania,Balance,Gasoline and diesel,Net Deliveries,2021,1885.3
Luxembourg,Balance,Gasoline and diesel,Net Deliveries,2021,1698.036
Mexico,Balance,Gasoline and diesel,Net Deliveries,2021,10652.0
Netherlands,Balance,Gasoline and diesel,Net Deliveries,2021,6297.338
Norway,Balance,Gasoline and diesel,Net Deliveries,2021,4912.694
New Zealand,Balance,Gasoline and diesel,Net Deliveries,2021,3150.0
Poland,Balance,Gasoline and diesel,Net Deliveries,2021,18750.413
Portugal,Balance,Gasoline and diesel,Net Deliveries,2021,4619.407
Slovakia,Balance,Gasoline and diesel,Net Deliveries,2021,1889.311
Slovenia,Balance,Gasoline and diesel,Net Deliveries,2021,1511.0
Spain,Balance,Gasoline and diesel,Net Deliveries,2021,28528.656
Sweden,Balance,Gasoline and diesel,Net Deliveries,2021,5399.307
Switzerland,Balance,Gasoline and diesel,Net Deliveries,2021,5125.653
Türkiye,Balance,Gasoline and diesel,Net Deliveries,2021,25131.7
United Kingdom,Balance,Gasoline and diesel,Net Deliveries,2021,27867.0
United States,Balance,Gasoline and diesel,Net Deliveries,2021,188284.815
Australia,Balance,Gasoline and diesel,Net Deliveries,2021,26337.065
Austria,Balance,Gasoline and diesel,Net Deliveries,2021,7017.216
Belgium,Balance,Gasoline and diesel,Net Deliveries,2021,8976.0
Canada,Balance,Gasoline and diesel,Net Deliveries,2021,28738.092
Chile,Balance,Gasoline and diesel,Net Deliveries,2021,9459.054
Czech Republic,Balance,Gasoline and diesel,Net Deliveries,2021,5181.0
Denmark,Balance,Gasoline and diesel,Net Deliveries,2021,3706.0
Estonia,Balance,Gasoline and diesel,Net Deliveries,2021,779.0
Finland,Balance,Gasoline and diesel,Net Deliveries,2021,4236.0
France,Balance,Gasoline and diesel,Net Deliveries,2021,40998.0
Germany,Balance,Gasoline and diesel,Net Deliveries,2021,47776.64
Greece,Balance,Gasoline and diesel,Net Deliveries,2021,4525.043
Hungary,Balance,Gasoline and diesel,Net Deliveries,2021,3977.0
Iceland,Balance,Gasoline and diesel,Net Deliveries,2021,391.884
Ireland,Balance,Gasoline and diesel,Net Deliveries,2021,3872.601
Israel,Balance,Gasoline and diesel,Net Deliveries,2021,3790.0
Italy,Balance,Gasoline and diesel,Net Deliveries,2021,26644.628
Japan,Balance,Gasoline and diesel,Net Deliveries,2021,35919.242
South Korea,Balance,Gasoline and diesel,Net Deliveries,2021,21151.843
Latvia,Balance,Gasoline and diesel,Net Deliveries,2021,1087.157
Lithuania,Balance,Gasoline and diesel,Net Deliveries,2021,1774.9
Luxembourg,Balance,Gasoline and diesel,Net Deliveries,2021,1425.854
Mexico,Balance,Gasoline and diesel,Net Deliveries,2021,15486.0
Netherlands,Balance,Gasoline and diesel,Net Deliveries,2021,5977.425
Norway,Balance,Gasoline and diesel,Net Deliveries,2021,4936.937
New Zealand,Balance,Gasoline and diesel,Net Deliveries,2021,3392.0
Poland,Balance,Gasoline and diesel,Net Deliveries,2021,18674.21
Portugal,Balance,Gasoline and diesel,Net Deliveries,2021,4826.55
Slovakia,Balance,Gasoline and diesel,Net Deliveries,2021,2044.335
Slovenia,Balance,Gasoline and diesel,Net Deliveries,2021,1770.0
Spain,Balance,Gasoline and diesel,Net Deliveries,2021,28797.864
